id	chr	strand	skip_start	in_start	in_stop	skip_stop	event_class
2190	chr8	-	141779692	141780816	141780898	141799573	s
2191	chr8	-	144663499	144668390	144668460	144668899	s
2192	chr9	+	2157891	2161002	2161035	2161686	s
2193	chr9	+	2639982	2641378	2641499	2643160	s
2194	chr9	+	2650517	2651416	2651498	2651874	s
2195	chr9	+	5456166	5457080	5457420	5462834	s
2196	chr9	+	5535051	5549336	5549604	5557623	s
2197	chr9	+	18662072	18675856	18675905	18680310	s
2198	chr9	+	34655663	34656737	34656905	34657032	s
2199	chr9	+	42436938	42471303	42471463	42473936	s
2200	chr9	+	70863814	70871844	70871896	70873448	s
2201	chr9	+	71863141	71865952	71866280	71867731	s
2202	chr9	+	74810505	74812379	74812475	74817487	s
2203	chr9	+	82321815	82322039	82322133	82323033	s
2204	chr9	+	91003454	91033766	91033866	91041297	s
2205	chr9	+	95588861	95591221	95591445	95599059	s
2206	chr9	+	120466844	120470842	120471007	120474667	s
2207	chr9	+	125047567	125054029	125054119	125075506	s
2208	chr9	+	125054120	125075610	125075665	125084819	s
2209	chr9	+	127549518	127557304	127557410	127561564	s
2210	chr9	+	130922766	130924284	130925231	130925722	s
2211	chr9	+	130985140	130986531	130986668	130988314	s
2212	chr9	+	131013220	131015381	131015416	131016933	s
2213	chr9	+	131314976	131317629	131317678	131329017	s
2214	chr9	+	135944647	135945849	135946045	135946374	s
2215	chr9	-	9397483	9414753	9414823	9574732	s
2216	chr9	-	8525036	8526628	8526644	8527345	s
2217	chr9	-	8485325	8500755	8501059	8504261	s
2218	chr9	-	15214248	15224339	15224503	15225915	s
2219	chr9	-	33387091	33395077	33395193	33401235	s
2220	chr9	-	33386540	33386968	33387090	33391454	s
2221	chr9	-	33442210	33442300	33442516	33442850	s
2222	chr9	-	35650413	35650500	35650634	35650751	s
2223	chr9	-	37780878	37781984	37782134	37783911	s
2224	chr9	-	73399196	73426087	73426160	73442763	s
2225	chr9	-	73399196	73408484	73408613	73426086	s
2226	chr9	-	73399196	73406668	73408483	73426086	s
2227	chr9	-	95219768	95222757	95222849	95227201	s
2228	chr9	-	114804241	114814680	114814718	114820708	s
2229	chr9	-	119858431	119903606	119903757	119976637	s
2230	chr9	-	125923348	125930469	125930537	125932181	s
2231	chr9	-	129856206	129870195	129871059	129884594	s
2232	chr9	-	130677121	130678688	130678773	130679105	s
2233	chr9	-	131772973	131774516	131774577	131776690	s
2234	chr9	-	134518805	134525517	134525629	134526197	s
2235	chr9	-	136276194	136277420	136277612	136277898	s
2236	chr9	-	139569260	139571038	139571132	139571413	s
2237	chr9	-	140348896	140349692	140349759	140350081	s
2238	chrX	+	2644415	2651399	2651708	2655922	s
2239	chrX	+	2779764	2793852	2793955	2799093	s
2240	chrX	+	2779764	2795245	2795348	2799093	s
2241	chrX	+	14592523	14592615	14592681	14599305	s
2242	chrX	+	21519707	21534604	21534749	21544985	s
2243	chrX	+	24167912	24179833	24179959	24190832	s
2244	chrX	+	37208649	37245853	37245942	37265462	s
2245	chrX	+	37526743	37527622	37527703	37534907	s
2246	chrX	+	38420881	38425576	38425608	38525375	s
2247	chrX	+	48433672	48434442	48434471	48434702	s
2248	chrX	+	69712447	69713227	69713325	69715258	s
2249	chrX	+	69715304	69717031	69717071	69718370	s
2250	chrX	+	69665409	69668431	69668483	69668763	s
2251	chrX	+	101577239	101578585	101578766	101581177	s
2252	chrX	+	101854776	101855849	101855960	101856392	s
2253	chrX	+	102072011	102080922	102081097	102081897	s
2254	chrX	+	103031928	103035732	103035838	103040511	s
2255	chrX	+	107381222	107381344	107381421	107393382	s
2256	chrX	+	109416921	109417196	109419687	109419693	s
2257	chrX	+	109246001	109246730	109247392	109310575	s
2258	chrX	+	110385425	110388089	110388150	110389749	s
2259	chrX	+	110339644	110340619	110340684	110340803	s
2260	chrX	+	110340913	110346388	110346534	110366305	s
2261	chrX	+	117749668	117750166	117750203	117752330	s
2262	chrX	+	122994144	123019482	123020389	123022469	s
2263	chrX	+	123094717	123155218	123155281	123156381	s
2264	chrX	+	129306295	129312968	129314017	129318259	s
2265	chrX	+	147891445	147919172	147919257	147924490	s
2266	chrX	+	149867774	149880815	149880837	149882951	s
2267	chrX	+	151999662	152000179	152000244	152014826	s
2268	chrX	+	152090801	152097120	152097205	152100216	s
2269	chrX	+	153607927	153608051	153608154	153608302	s
2270	chrX	-	6069813	6105525	6105830	6146582	s
2271	chrX	-	5947474	5950733	5950791	6069036	s
2272	chrX	-	11272828	11308504	11308598	11445668	s
2273	chrX	-	15845496	15858621	15858714	15863502	s
2274	chrX	-	15849692	15851568	15851647	15863502	s
2275	chrX	-	20062619	20068943	20069064	20070996	s
2276	chrX	-	23751335	23752459	23752484	23754036	s
2277	chrX	-	31140048	31144760	31144790	31152219	s
2278	chrX	-	31165636	31196050	31196087	31196786	s
2279	chrX	-	38009148	38013716	38013836	38016149	s
2280	chrX	-	38033605	38037539	38037597	38079949	s
2281	chrX	-	46491085	46495025	46495083	46502671	s
2282	chrX	-	48929668	48929691	48929946	48930092	s
2283	chrX	-	49050819	49053477	49053836	49054174	s
2284	chrX	-	53285244	53308747	53308841	53321077	s
2285	chrX	-	53440386	53441931	53442118	53449441	s
2286	chrX	-	62944592	62951887	62952190	62974184	s
2287	chrX	-	65819703	65819882	65819937	65822475	s
2288	chrX	-	70328197	70328450	70328545	70329078	s
2289	chrX	-	71813125	71821842	71821879	71822008	s
2290	chrX	-	101159304	101173487	101173606	101186690	s
2291	chrX	-	102931980	102933428	102933528	102940099	s
2292	chrX	-	118750706	118759299	118759342	118763281	s
2293	chrX	-	128626071	128627018	128627052	128630727	s
2294	chrX	-	129289262	129290436	129290577	129299525	s
2295	chrX	-	133905385	133905474	133906313	133915851	s
2296	chrX	-	148582569	148583606	148583707	148584842	s
2297	chrX	-	148571972	148573070	148573198	148577877	s
2298	chrX	-	148564750	148568457	148568629	148571845	s
2299	chrY	+	16835150	16860500	16860609	16936068	s
2300	chr10	+	1068724	1081755	1081916	1082729	s
2301	chr10	+	16479490	16526337	16526815	16528351	s
2302	chr10	+	16528617	16547020	16547159	16553045	s
2303	chr10	+	18803460	18803910	18803970	18807265	s
2304	chr10	+	21827842	21875224	21875277	21884260	s
2305	chr10	+	24822167	24825704	24825822	24833910	s
2306	chr10	+	24822167	24831813	24833410	24833910	s
2307	chr10	+	27798860	27820459	27820544	27821436	s
2308	chr10	+	31610462	31676054	31676195	31749966	s
2309	chr10	+	32856820	32860788	32860821	32863357	s
2310	chr10	+	45478112	45479471	45479561	45480261	s
2311	chr10	+	49632203	49632558	49632628	49633931	s
2312	chr10	+	49514865	49533941	49534008	49609655	s
2313	chr10	+	60936720	60966515	60966604	60994064	s
2314	chr10	+	69866559	69881196	69882097	69902697	s
2315	chr10	+	73980138	73983647	73983814	73990124	s
2316	chr10	+	79797063	79797724	79797740	79799962	s
2317	chr10	+	86237421	86259632	86259715	86273205	s
2318	chr10	+	88445458	88446827	88447029	88469691	s
2319	chr10	+	88447030	88451654	88451822	88469669	s
2320	chr10	+	88728363	88729958	88730019	88730233	s
2321	chr10	+	90762952	90768647	90768754	90770296	s
2322	chr10	+	99208108	99210115	99210293	99211428	s
2323	chr10	+	99512940	99514485	99514615	99517022	s
2324	chr10	+	101124760	101128267	101128437	101136812	s
2325	chr10	+	112679416	112711367	112711550	112723883	s
2326	chr10	+	120863710	120864824	120864993	120867460	s
2327	chr10	+	123989002	123989867	123989955	123996910	s
2328	chr10	+	124186548	124187793	124187832	124189140	s
2329	chr10	+	127414408	127417573	127417673	127417927	s
2330	chr10	+	133748060	133748399	133748510	133753535	s
2331	chr10	+	134902417	134909156	134909284	134910478	s
2332	chr10	-	910211	915954	916023	930387	s
2333	chr10	-	6002531	6008109	6008302	6019368	s
2334	chr10	-	17360733	17361874	17362676	17363189	s
2335	chr10	-	21101870	21102869	21102972	21250601	s
2336	chr10	-	21076238	21098736	21098827	21101698	s
2337	chr10	-	27040713	27044585	27044670	27047991	s
2338	chr10	-	29820218	29824919	29824998	29839526	s
2339	chr10	-	29813645	29815891	29815985	29818634	s
2340	chr10	-	33190564	33195992	33196071	33197296	s
2341	chr10	-	33486638	33491841	33491923	33496500	s
2342	chr10	-	61819189	61819575	61819764	61822869	s
2343	chr10	-	64977092	65024412	65024524	65028423	s
2344	chr10	-	75277506	75280667	75280785	75283341	s
2345	chr10	-	75277506	75279556	75279750	75280666	s
2346	chr10	-	75597270	75599298	75599359	75601927	s
2347	chr10	-	75577313	75577968	75578653	75579290	s
2348	chr10	-	81319263	81319726	81319754	81320120	s
2349	chr10	-	81940780	81940893	81941211	81965099	s
2350	chr10	-	91353078	91353571	91353746	91359009	s
2351	chr10	-	97028620	97031391	97031541	97050577	s
2352	chr10	-	97170535	97174252	97174412	97181718	s
2353	chr10	-	97131185	97131742	97131806	97135730	s
2354	chr10	-	97082563	97096563	97097051	97098890	s
2355	chr10	-	97081779	97096279	97096562	97098890	s
2356	chr10	-	97081779	97082504	97082562	97096278	s
2357	chr10	-	97192334	97194380	97194474	97197247	s
2358	chr10	-	104934740	104946883	104947003	104952993	s
2359	chr10	-	104934740	104940991	104941085	104946882	s
2360	chr10	-	105209857	105210841	105210939	105211913	s
2361	chr10	-	105377072	105382228	105382310	105386846	s
2362	chr10	-	108337044	108338850	108339009	108339127	s
2363	chr10	-	115364680	115383289	115383395	115384585	s
2364	chr10	-	115350649	115351954	115352060	115355382	s
2365	chr10	-	116100491	116158611	116158663	116164199	s
2366	chr10	-	116233716	116245057	116245139	116247717	s
2367	chr10	-	116211431	116213139	116213242	116225457	s
2368	chr10	-	123276978	123278197	123278343	123279493	s
2369	chr10	-	128202509	128211293	128211519	128335134	s
2370	chr10	-	134022606	134022800	134022868	134036145	s
2371	chr10	+	135170518	135170692	135170759	135171427	s
2372	chr11	+	833027	834531	834591	836063	s
2373	chr11	+	1477918	1478186	1478270	1480422	s
2374	chr11	+	1946347	1947926	1947939	1951040	s
2375	chr11	+	1944292	1944786	1944802	1946329	s
2376	chr11	+	4104729	4105904	4105995	4107707	s
2377	chr11	+	6625591	6629277	6629441	6629624	s
2378	chr11	+	11863772	11895348	11895406	11901724	s
2379	chr11	+	20691325	20696036	20696118	20699478	s
2380	chr11	+	35198288	35201822	35201954	35208379	s
2381	chr11	+	43436327	43457715	43457884	43464875	s
2382	chr11	+	46369371	46387795	46388534	46388841	s
2383	chr11	+	46681036	46685548	46685645	46686399	s
2384	chr11	+	46639441	46639876	46639925	46651595	s
2385	chr11	+	46639441	46642611	46642707	46651595	s
2386	chr11	+	47238601	47254366	47254510	47256124	s
2387	chr11	+	47346129	47348290	47348358	47350209	s
2388	chr11	+	57365795	57367353	57367483	57369508	s
2389	chr11	+	57559146	57561483	57561553	57563049	s
2390	chr11	+	59562956	59564757	59564869	59568328	s
2391	chr11	+	60068531	60070033	60070190	60073573	s
2392	chr11	+	60223419	60228546	60228633	60229658	s
2393	chr11	+	63472380	63481444	63481558	63486174	s
2394	chr11	+	63672516	63673561	63673586	63675732	s
2395	chr11	+	66235752	66236305	66236375	66238713	s
2396	chr11	+	69995899	69998557	69998567	69999163	s
2397	chr11	+	73364060	73366849	73366952	73371798	s
2398	chr11	+	76248995	76250644	76250684	76253260	s
2399	chr11	+	85339733	85342190	85342360	85342731	s
2400	chr11	+	92620280	92623023	92623057	92623657	s
2401	chr11	+	108005044	108005870	108005969	108009625	s
2402	chr11	+	110226244	110237087	110237259	110276968	s
2403	chr11	+	111783648	111784166	111784816	111789402	s
2404	chr11	+	111899670	111907998	111908184	111909968	s
2405	chr11	+	112064421	112065377	112065478	112070422	s
2406	chr11	+	118492254	118495509	118495561	118495650	s
2407	chr11	+	118962874	118963115	118963233	118963468	s
2408	chr11	+	119042183	119043066	119043134	119043610	s
2409	chr11	+	132184598	132200048	132200079	132204940	s
2410	chr11	-	2017025	2017172	2017228	2017309	s
2411	chr11	-	2187780	2188118	2188262	2188665	s
2412	chr11	-	8752757	8772169	8772272	8832794	s
2413	chr11	-	13002457	13005774	13005885	13007587	s
2414	chr11	-	14526795	14529203	14529312	14532418	s
2415	chr11	-	17515924	17517117	17517224	17518305	s
2416	chr11	-	31484853	31495272	31495333	31531066	s
2417	chr11	-	31823325	31823420	31823460	31824252	s
2418	chr11	-	40162404	40263070	40263148	40313743	s
2419	chr11	-	44960833	44962555	44962628	44972228	s
2420	chr11	-	44960742	44962066	44962298	44962554	s
2421	chr11	-	45959864	45967392	45967554	45967627	s
2422	chr11	-	46570051	46608806	46608922	46615378	s
2423	chr11	-	49227725	49228331	49228426	49229844	s
2424	chr11	-	59980606	59980689	59980805	59982044	s
2425	chr11	-	63233845	63256344	63256448	63257715	s
2426	chr11	-	63766160	63766311	63766344	63766427	s
2427	chr11	-	65147647	65148006	65148103	65149386	s
2428	chr11	-	65427269	65427596	65427686	65429158	s
2429	chr11	-	66133703	66133903	66134035	66134935	s
2430	chr11	-	66719940	66721881	66721907	66725793	s
2431	chr11	-	71721901	71723448	71723488	71723941	s
2432	chr11	-	72319796	72342123	72342183	72353298	s
2433	chr11	-	73429764	73429831	73429935	73431891	s
2434	chr11	-	77034406	77036374	77036421	77043775	s
2435	chr11	-	85425551	85428527	85428573	85429833	s
2436	chr11	-	88583324	88742204	88742266	88780380	s
2437	chr11	-	94926687	94957617	94957648	94965321	s
2438	chr11	-	111747736	111749281	111749436	111749685	s
2439	chr11	-	115049496	115080295	115080377	115085328	s
2440	chr11	-	117713497	117728927	117729001	117747307	s
2441	chr11	-	119230945	119243418	119244231	119252183	s
2442	chr11	-	128333523	128350087	128350346	128354718	s
2443	chr12	+	1299219	1313668	1313678	1345935	s
2444	chr12	+	2613706	2614009	2614111	2621978	s
2445	chr12	+	3069207	3103905	3104158	3120170	s
2446	chr12	+	3659258	3661870	3662000	3662817	s
2447	chr12	+	3678731	3683118	3683247	3686037	s
2448	chr12	+	8333349	8340329	8340821	8341068	s
2449	chr12	+	9840758	9845425	9845527	9847356	s
2450	chr12	+	10460684	10461988	10462079	10462225	s
2451	chr12	+	13044599	13061178	13062105	13065018	s
2452	chr12	+	13349807	13364404	13364522	13366413	s
2453	chr12	+	27110677	27113449	27113561	27116275	s
2454	chr12	+	27809664	27811750	27811781	27813817	s
2455	chr12	+	27835637	27840319	27840440	27841231	s
2456	chr12	+	49893989	49906646	49906688	49908338	s
2457	chr12	+	52435714	52446281	52446429	52448111	s
2458	chr12	+	54676659	54676864	54677018	54677596	s
2459	chr12	+	56332345	56332423	56332482	56332699	s
2460	chr12	+	56554105	56554411	56554454	56555171	s
2461	chr12	+	57998642	57999773	57999812	57999973	s
2462	chr12	+	58005775	58006540	58006679	58006713	s
2463	chr12	+	64480807	64485057	64485158	64485673	s
2464	chr12	+	65078675	65081997	65082233	65085250	s
2465	chr12	+	69744053	69746001	69746078	69746933	s
2466	chr12	+	71960693	71960997	71961095	71965294	s
2467	chr12	+	93772567	93774765	93774807	93788385	s
2468	chr12	+	95690035	95692639	95692719	95692870	s
2469	chr12	+	95612122	95637718	95637785	95645716	s
2470	chr12	+	104359839	104370697	104370838	104373609	s
2471	chr12	+	112130701	112139967	112140114	112143542	s
2472	chr12	+	119617485	119624831	119624893	119631504	s
2473	chr12	+	121079143	121093897	121094075	121097681	s
2474	chr12	+	121176254	121176337	121176473	121176623	s
2475	chr12	+	132328627	132329082	132329178	132329663	s
2476	chr12	-	7091066	7092594	7092700	7125578	s
2477	chr12	-	8023659	8023776	8023879	8024469	s
2478	chr12	-	8803186	8804259	8804287	8807033	s
2479	chr12	-	10571098	10571644	10571687	10587085	s
2480	chr12	-	11126321	11187382	11187484	11199619	s
2481	chr12	-	16713473	16747072	16747195	16753589	s
2482	chr12	-	22666314	22670921	22671071	22672049	s
2483	chr12	-	31648854	31652541	31652605	31743640	s
2484	chr12	-	39705356	39709735	39709772	39711875	s
2485	chr12	-	46650553	46661009	46661152	46662309	s
2486	chr12	-	49167431	49167724	49167881	49168185	s
2487	chr12	-	50410503	50412300	50412372	50419181	s
2488	chr12	-	50537841	50538553	50538749	50560884	s
2489	chr12	-	53701498	53701630	53701713	53701836	s
2490	chr12	-	56088480	56088563	56088754	56089306	s
2491	chr12	-	56232519	56233281	56233525	56234451	s
2492	chr12	-	56604353	56606781	56606922	56607742	s
2493	chr12	-	57011317	57024561	57024649	57029966	s
2494	chr12	-	57108472	57113511	57115243	57118236	s
2495	chr12	-	57406237	57406406	57406521	57406606	s
2496	chr12	-	57404073	57405919	57406075	57406162	s
2497	chr12	-	57682824	57686356	57686432	57689182	s
2498	chr12	-	57704247	57789533	57789601	57824503	s
2499	chr12	-	58145126	58145284	58145519	58145958	s
2500	chr12	-	70072674	70077030	70078388	70082850	s
2501	chr12	-	81760950	81761883	81761945	81762504	s
2502	chr12	-	91546967	91550853	91550965	91572119	s
2503	chr12	-	95456515	95456627	95456663	95461107	s
2504	chr12	-	108686737	108687367	108687441	108723772	s
2505	chr12	-	110480265	110482226	110482338	110486168	s
2506	chr12	-	112429694	112441605	112441667	112443061	s
2507	chr12	-	122832027	122835659	122835690	122837273	s
2508	chr12	-	123475257	123476303	123476445	123477046	s
2509	chr12	-	123473420	123474335	123474495	123475092	s
2510	chr12	-	123957230	123960211	123960297	123968727	s
2511	chr12	-	125263133	125267230	125267357	125270903	s
2512	chr12	-	130955289	130956296	130956883	130963457	s
2513	chr13	+	25168502	25169928	25169997	25171525	s
2514	chr13	+	31192194	31195211	31195358	31195901	s
2515	chr13	+	76427525	76429397	76429504	76430642	s
2516	chr13	+	78629200	78763744	78763831	78848388	s
2517	chr13	+	96377507	96409899	96410050	96412294	s
2518	chr13	+	111980641	111991642	111991785	111992210	s
2519	chr13	-	20048216	20056629	20056687	20066990	s
2520	chr13	-	36828281	36848440	36848664	36857606	s
2521	chr13	-	38138698	38143438	38143520	38143881	s
2522	chr13	-	45912912	45913633	45913737	45914129	s
2523	chr13	-	45980113	45983063	45983209	45985497	s
2524	chr13	-	46619649	46626068	46626124	46626539	s
2525	chr13	-	50237332	50243914	50243982	50265390	s
2526	chr13	-	67205544	67477637	67477737	67799537	s
2527	chr13	-	75887035	75898374	75898537	75900333	s
2528	chr13	-	99498315	99498775	99498810	99500846	s
2529	chr14	+	23847711	23847879	23848078	23848240	s
2530	chr14	+	24424422	24429112	24429212	24434971	s
2531	chr14	+	24435193	24435493	24435626	24436420	s
2532	chr14	+	32142781	32256987	32257079	32295835	s
2533	chr14	+	52344376	52406500	52406809	52417368	s
2534	chr14	+	52417484	52418606	52418850	52433277	s
2535	chr14	+	53067060	53080390	53080436	53098878	s
2536	chr14	+	55169299	55203743	55204005	55215533	s
2537	chr14	+	56117137	56117288	56117355	56118608	s
2538	chr14	+	64681189	64682005	64682072	64682966	s
2539	chr14	+	67389656	67390912	67391009	67431908	s
2540	chr14	+	69658309	69670635	69670717	69676141	s
2541	chr14	+	70490165	70496387	70496442	70496959	s
2542	chr14	+	71787899	71788109	71788248	71867511	s
2543	chr14	+	71979563	71995417	71995457	71996029	s
2544	chr14	+	73603292	73604821	73604860	73614503	s
2545	chr14	+	91636531	91636535	91636545	91639633	s
2546	chr14	+	91580628	91611566	91611657	91614125	s
2547	chr14	+	91580628	91614126	91614202	91623983	s
2548	chr14	+	93043823	93081753	93081824	93107583	s
2549	chr14	+	100158199	100161770	100161811	100165803	s
2550	chr14	-	100603982	100604078	100604139	100607517	s
2551	chr14	+	101297872	101302077	101302216	101302504	s
2552	chr14	+	101297872	101298850	101298978	101300969	s
2553	chr14	+	102378811	102384169	102384284	102391478	s
2554	chr14	+	102606510	102659813	102659851	102661275	s
2555	chr14	+	103958372	103964840	103964865	103966493	s
2556	chr14	+	104029462	104037961	104038157	104053611	s
2557	chr14	+	104029462	104040445	104040507	104053611	s
2558	chr14	+	105932916	105933045	105933079	105935804	s
2559	chr14	+	105911849	105912005	105912189	105915696	s
2560	chr14	-	20794953	20797334	20797532	20801413	s
2561	chr14	-	21490657	21491024	21491064	21491400	s
2562	chr14	-	26949350	27018887	27018987	27064616	s
2563	chr14	-	31806821	31809657	31809682	31813102	s
2564	chr14	-	35579836	35585817	35585943	35591108	s
2565	chr14	-	39628755	39632451	39632565	39639219	s
2566	chr14	-	50704444	50713184	50713971	50732076	s
2567	chr14	-	50808941	50809625	50809776	50811704	s
2568	chr14	-	50825868	50856996	50857170	50862419	s
2569	chr14	-	51221586	51223211	51225348	51226575	s
2570	chr14	-	53513668	53518563	53518645	53521156	s
2571	chr14	-	56260175	56261003	56261063	56263321	s
2572	chr14	-	58759857	58762100	58762529	58764673	s
2573	chr14	-	60074211	60076841	60076950	60097164	s
2574	chr14	-	68056890	68059033	68059153	68059352	s
2575	chr14	-	68126640	68129195	68129252	68141092	s
2576	chr14	-	70518832	70522514	70522530	70527553	s
2577	chr14	-	73096445	73137275	73138046	73140948	s
2578	chr14	-	75159032	75165468	75165559	75179636	s
2579	chr14	-	89647151	89656732	89656793	89747294	s
2580	chr14	-	91059971	91069598	91069647	91077086	s
2581	chr14	-	100835596	100841621	100841687	100842597	s
2582	chr14	-	104177905	104179213	104179268	104181761	s
2583	chr15	+	24820151	24825375	24825477	24832714	s
2584	chr15	+	27182476	27184377	27184435	27185072	s
2585	chr15	+	27182476	27184471	27184532	27185072	s
2586	chr15	+	36872163	36932807	36932860	36936479	s
2587	chr15	+	40698173	40699838	40699926	40700138	s
2588	chr15	+	48059291	48060779	48060812	48062694	s
2589	chr15	+	48059291	48060817	48060945	48062694	s
2590	chr15	+	52058765	52059269	52059349	52060459	s
2591	chr15	+	52311574	52334952	52335030	52338027	s
2592	chr15	+	57931744	57953649	57953731	57967166	s
2593	chr15	+	57953732	57967167	57967266	57976600	s
2594	chr15	+	57910387	57913807	57913898	57917977	s
2595	chr15	+	63356342	63356346	63356389	63358095	s
2596	chr15	+	63541905	63543484	63543541	63547706	s
2597	chr15	+	63569936	63570491	63570553	63571360	s
2598	chr15	+	65918309	65930467	65930519	65931933	s
2599	chr15	+	75288015	75302233	75302281	75304133	s
2600	chr15	+	82945080	82969812	82969899	82970155	s
2601	chr15	+	84257524	84278023	84278218	84286834	s
2602	chr15	+	86199019	86201769	86201821	86205619	s
2603	chr15	+	86199019	86205620	86205684	86207794	s
2604	chr15	+	89631795	89647414	89647501	89656956	s
2605	chr15	+	89787265	89788988	89789070	89790860	s
2606	chr15	+	91459487	91459817	91459890	91461424	s
2607	chr15	-	20671624	20688657	20688770	20710644	s
2608	chr15	-	20874967	20875303	20875424	20876442	s
2609	chr15	-	23052756	23059355	23059435	23060815	s
2610	chr15	-	34553222	34567547	34567590	34628611	s
2611	chr15	-	42740904	42749157	42749356	42758251	s
2612	chr15	-	44202178	44209924	44210027	44211176	s
2613	chr15	-	50303115	50311087	50311173	50330965	s
2614	chr15	-	51750993	51751796	51751857	51755576	s
2615	chr15	-	52632592	52635315	52635394	52638558	s
2616	chr15	-	52628754	52630008	52630081	52632393	s
2617	chr15	-	59956320	59960303	59960337	59961091	s
2618	chr15	-	60656723	60674542	60674640	60678227	s
2619	chr15	-	65351757	65357556	65357611	65360071	s
2620	chr15	-	65804903	65807995	65808129	65809824	s
2621	chr15	-	72180458	72185307	72185518	72186020	s
2622	chr15	-	74967484	74979433	74979520	74988221	s
2623	chr15	-	75197573	75198620	75198706	75198928	s
2624	chr15	-	76585042	76587933	76588078	76603691	s
2625	chr15	-	79298777	79304832	79304869	79307669	s
2626	chr15	-	89450608	89453024	89453154	89456478	s
2627	chr16	+	692250	697418	697544	697783	s
2628	chr16	+	1402308	1407702	1407833	1411744	s
2629	chr16	+	1877867	1888018	1888127	1889263	s
2630	chr16	+	2510172	2510285	2510382	2510624	s
2631	chr16	+	3117417	3117556	3117614	3117985	s
2632	chr16	+	3355644	3358314	3358836	3361753	s
2633	chr16	+	4727574	4730034	4730098	4731551	s
2634	chr16	+	7714971	7721560	7721601	7726776	s
2635	chr16	+	15092263	15095634	15095713	15098044	s
2636	chr16	+	19535411	19537042	19537183	19539189	s
2637	chr16	+	21181927	21185332	21185469	21190796	s
2638	chr16	+	22826417	22865986	22866102	22926265	s
2639	chr16	+	28963526	28967473	28967658	28970038	s
2640	chr16	+	31896578	31901529	31901571	31925797	s
2641	chr16	+	57075487	57075895	57075977	57077427	s
2642	chr16	+	58534174	58534893	58534981	58537702	s
2643	chr16	+	67848305	67857530	67857622	67858486	s
2644	chr16	+	69166593	69167416	69167521	69170599	s
2645	chr16	+	69600278	69602399	69602451	69660306	s
2646	chr16	+	69796295	69810093	69810144	69820899	s
2647	chr16	+	70557832	70558768	70558920	70560490	s
2648	chr16	+	72090531	72091292	72091365	72092464	s
2649	chr16	+	72091366	72092154	72092218	72094131	s
2650	chr16	+	89973731	89975375	89975491	89976999	s
2651	chr16	+	89999088	89999524	89999775	89999876	s
2652	chr16	-	169255	174937	175072	180521	s
2653	chr16	-	240570	240662	240801	242926	s
2654	chr16	-	775294	775447	775580	775794	s
2655	chr16	-	3141830	3142051	3142317	3142543	s
2656	chr16	-	3352010	3354765	3354944	3355212	s
2657	chr16	-	3440518	3443650	3443814	3447192	s
2658	chr16	-	3832928	3841983	3842095	3843387	s
2659	chr16	-	4411471	4411751	4411804	4411986	s
2660	chr16	-	24966052	24970993	24971073	24971232	s
2661	chr16	-	24931582	24939006	24939053	24940934	s
2662	chr16	-	29458348	29463431	29463527	29465337	s
2663	chr16	-	57207782	57212415	57212444	57219737	s
2664	chr16	-	57464252	57465064	57465178	57466399	s
2665	chr16	-	67214570	67215510	67215600	67217165	s
2666	chr16	-	67487619	67491468	67491554	67514860	s
2667	chr16	-	70712313	70713219	70713226	70713533	s
2668	chr16	-	70843911	70845232	70845338	70852245	s
2669	chr16	-	70897086	70899022	70899266	70900072	s
2670	chr16	-	71913927	71915221	71915337	71917114	s
2671	chr17	+	8192733	8192826	8192906	8193131	s
2672	chr17	+	8363479	8366639	8366672	8370248	s
2673	chr17	+	12656664	12659732	12659874	12661402	s
2674	chr17	+	12659875	12661403	12661530	12663967	s
2675	chr17	+	12888226	12890419	12890469	12893349	s
2676	chr17	+	16691450	16695142	16695367	16699357	s
2677	chr17	+	17071230	17072079	17072415	17075032	s
2678	chr17	+	17083403	17083922	17083983	17088137	s
2679	chr17	+	18761575	18762654	18762788	18768782	s
2680	chr17	+	18918513	18920598	18920707	18922736	s
2681	chr17	+	19140845	19183176	19183293	19185268	s
2682	chr17	+	25928428	25928920	25928984	25930860	s
2683	chr17	+	29576138	29579957	29580018	29585362	s
2684	chr17	+	30536465	30538136	30538257	30551635	s
2685	chr17	+	33495381	33497134	33497274	33498341	s
2686	chr17	+	34842630	34842780	34842810	34848657	s
2687	chr17	+	37863395	37866594	37866734	37868181	s
2688	chr17	+	40719674	40720489	40720577	40720855	s
2689	chr17	+	41277788	41283226	41283287	41290674	s
2690	chr17	+	44068953	44071291	44071343	44073765	s
2691	chr17	+	44074031	44087677	44087768	44091609	s
2692	chr17	+	44039837	44049226	44049311	44055741	s
2693	chr17	+	44039837	44051752	44051837	44055741	s
2694	chr17	+	44055806	44060545	44061296	44064406	s
2695	chr17	+	44064462	44067245	44067441	44068826	s
2696	chr17	+	45286924	45291166	45291192	45297270	s
2697	chr17	+	46133961	46134395	46134483	46134706	s
2698	chr17	+	46970819	46971735	46971811	46972518	s
2699	chr17	+	47882808	47886482	47886570	47888838	s
2700	chr17	+	49231024	49231587	49231805	49233012	s
2701	chr17	+	57409186	57430577	57430887	57465688	s
2702	chr17	+	59445856	59465980	59466069	59469338	s
2703	chr17	+	68127117	68127495	68127621	68128136	s
2704	chr17	+	72281341	72283117	72283237	72285733	s
2705	chr17	+	72725506	72736908	72737017	72738393	s
2706	chr17	+	79009109	79010664	79010761	79027468	s
2707	chr17	+	79849718	79851429	79851490	79852343	s
